@@     1 5.000000000000000e+00 -6.642385336175931e+01 -6.642386078755564e+01 7.425796332514756e-06 -5.302700580475352e-02 4.906282448291951e-02
@@     2 1.000000000000000e+01 -6.642385353061894e+01 -6.642388318884132e+01 2.965822237577152e-05 -5.304475983956834e-02 4.904081809184552e-02
@@     3 1.500000000000000e+01 -6.642385380878932e+01 -6.642392039203894e+01 6.658324962461400e-05 -5.307042244488785e-02 4.900419599031391e-02
@@     4 2.000000000000000e+01 -6.642385435226427e+01 -6.642397256840854e+01 1.182161442708921e-04 -5.303984457886712e-02 4.895303284129924e-02
@@     5 2.500000000000000e+01 -6.642385488842332e+01 -6.642403953606565e+01 1.846476423320157e-04 -5.301480406590968e-02 4.888735675662068e-02
@@     6 3.000000000000000e+01 -6.642385540695204e+01 -6.642412100579240e+01 2.655988403617163e-04 -5.306403496761093e-02 4.880723383540448e-02
@@     7 3.500000000000000e+01 -6.642385626415405e+01 -6.642421723619118e+01 3.609720371347198e-04 -5.302029391615813e-02 4.871281046311857e-02
@@     8 4.000000000000000e+01 -6.642385699163587e+01 -6.642432778364275e+01 4.707920068729618e-04 -5.303768177769510e-02 4.860417778775578e-02
@@     9 4.500000000000000e+01 -6.642385785885382e+01 -6.642445269384508e+01 5.948349912657616e-04 -5.302588847727582e-02 4.848148432636838e-02
@@    10 5.000000000000000e+01 -6.642385875204550e+01 -6.642459172031151e+01 7.329682660009757e-04 -5.302981807748171e-02 4.834487989064571e-02
@@    11 5.500000000000000e+01 -6.642385973480295e+01 -6.642474470437799e+01 8.849695750416627e-04 -5.303275345289275e-02 4.819454113291333e-02
@@    12 6.000000000000000e+01 -6.642386081092639e+01 -6.642491145730584e+01 1.050646379450908e-03 -5.303441977119479e-02 4.803066135600677e-02
@@    13 6.500000000000000e+01 -6.642386201738454e+01 -6.642509181834917e+01 1.229800964631582e-03 -5.302924992624918e-02 4.785344887704276e-02
@@    14 7.000000000000000e+01 -6.642386326912522e+01 -6.642528547940975e+01 1.422210284537622e-03 -5.303250642724937e-02 4.766312460457646e-02
@@    15 7.500000000000000e+01 -6.642386459939513e+01 -6.642549221776240e+01 1.627618367268099e-03 -5.303488257692458e-02 4.745992668358644e-02
@@    16 8.000000000000000e+01 -6.642386601816207e+01 -6.642571177965227e+01 1.845761490203678e-03 -5.303689168319488e-02 4.724410811089064e-02
@@    17 8.500000000000000e+01 -6.642386752266373e+01 -6.642594389012706e+01 2.076367463337696e-03 -5.303928555331638e-02 4.701593512292368e-02
@@    18 9.000000000000000e+01 -6.642386911420456e+01 -6.642618826686976e+01 2.319152665187325e-03 -5.304139472831809e-02 4.677568683784650e-02
@@    19 9.500000000000000e+01 -6.642387078788337e+01 -6.642644460863131e+01 2.573820747944195e-03 -5.304388369965292e-02 4.652365402417818e-02
@@    20 1.000000000000000e+02 -6.642387260347438e+01 -6.642671267776460e+01 2.840074290215029e-03 -5.304353282298233e-02 4.626013888823902e-02
@@    21 1.050000000000000e+02 -6.642387443924106e+01 -6.642699203678215e+01 3.117597541088750e-03 -5.304794114466127e-02 4.598545155920451e-02
@@    22 1.100000000000000e+02 -6.642387634418951e+01 -6.642728238711054e+01 3.406042921021658e-03 -5.305123867219314e-02 4.569991440157306e-02
@@    23 1.150000000000000e+02 -6.642387832928247e+01 -6.642758339775500e+01 3.705068472526959e-03 -5.305429972745143e-02 4.540385899773458e-02
@@    24 1.200000000000000e+02 -6.642388038841293e+01 -6.642789471858740e+01 4.014330174467460e-03 -5.305754478076743e-02 4.509762452759873e-02
@@    25 1.250000000000000e+02 -6.642388258652775e+01 -6.642821606886308e+01 4.333482335325567e-03 -5.306264247619794e-02 4.478155752320091e-02
@@    26 1.300000000000000e+02 -6.642388479374664e+01 -6.642854696511667e+01 4.662171370025599e-03 -5.306774156989427e-02 4.445600876282232e-02
@@    27 1.350000000000000e+02 -6.642388705454952e+01 -6.642888706854221e+01 5.000013992685796e-03 -5.307219499596880e-02 4.412133657841338e-02
@@    28 1.400000000000000e+02 -6.642388938605623e+01 -6.642923601286317e+01 5.346626806938780e-03 -5.307638280347224e-02 4.377790463389800e-02
@@    29 1.450000000000000e+02 -6.642389178414430e+01 -6.642959341882526e+01 5.701634680958654e-03 -5.308057013589443e-02 4.342608038267256e-02
@@    30 1.500000000000000e+02 -6.642389424849547e+01 -6.642995890713162e+01 6.064658636143293e-03 -5.308489193647963e-02 4.306623448533507e-02
@@    31 1.550000000000000e+02 -6.642389677371300e+01 -6.643033208949048e+01 6.435315777482648e-03 -5.308934412184278e-02 4.269873983353782e-02
@@    32 1.600000000000000e+02 -6.642389943692548e+01 -6.643071266621179e+01 6.813229286303259e-03 -5.310037867875818e-02 4.232397106072464e-02
@@    33 1.650000000000000e+02 -6.642390208013252e+01 -6.643110002075082e+01 7.197940618301639e-03 -5.310106848650267e-02 4.194230175332048e-02
@@    34 1.700000000000000e+02 -6.642390491675069e+01 -6.643149402816212e+01 7.589111411432462e-03 -5.311092852694552e-02 4.155411253594193e-02
@@    35 1.750000000000000e+02 -6.642390768156658e+01 -6.643189412431902e+01 7.986442752443767e-03 -5.311633093527697e-02 4.115977392491237e-02
@@    36 1.800000000000000e+02 -6.642391047800548e+01 -6.643229996229549e+01 8.389484290009935e-03 -5.312212909976227e-02 4.075965957683791e-02
@@    37 1.850000000000000e+02 -6.642391332359357e+01 -6.643271116256663e+01 8.797838973067847e-03 -5.312791251441958e-02 4.035414157070437e-02
@@    38 1.900000000000000e+02 -6.642391628563871e+01 -6.643312742071521e+01 9.211135076502329e-03 -5.314214457983284e-02 3.994358936272088e-02
@@    39 1.950000000000000e+02 -6.642391921884457e+01 -6.643354814696154e+01 9.628928116962494e-03 -5.314129227920250e-02 3.952836820382899e-02
@@    40 2.000000000000000e+02 -6.642392231407663e+01 -6.643397320598922e+01 1.005089191258104e-02 -5.315491640725117e-02 3.910884404886158e-02
@@    41 2.050000000000000e+02 -6.642392533372880e+01 -6.643440206858475e+01 1.047673485593919e-02 -5.316167452195944e-02 3.868537214054637e-02
@@    42 2.100000000000000e+02 -6.642392837087415e+01 -6.643483439707818e+01 1.090602620402700e-02 -5.316859276670895e-02 3.825830585725667e-02
@@    43 2.150000000000000e+02 -6.642393144355864e+01 -6.643526983477850e+01 1.133839121985468e-02 -5.317543026114471e-02 3.782799373322565e-02
@@    44 2.200000000000000e+02 -6.642393454702896e+01 -6.643570802386918e+01 1.177347684021319e-02 -5.318224025418553e-02 3.739477847204317e-02
@@    45 2.250000000000000e+02 -6.642393767950318e+01 -6.643614861424379e+01 1.221093474060969e-02 -5.318932544020286e-02 3.695899662867904e-02
@@    46 2.300000000000000e+02 -6.642394083562897e+01 -6.643659125696273e+01 1.265042133375431e-02 -5.319632824478986e-02 3.652097818518229e-02
@@    47 2.350000000000000e+02 -6.642394401537962e+01 -6.643703561532597e+01 1.309159994635432e-02 -5.320365062220715e-02 3.608104629630630e-02
@@    48 2.400000000000000e+02 -6.642394721288773e+01 -6.643748135360607e+01 1.353414071834355e-02 -5.321086661209096e-02 3.563951685882048e-02
@@    49 2.450000000000000e+02 -6.642395050992666e+01 -6.643792819128457e+01 1.397768135791182e-02 -5.321940365802846e-02 3.519669833134867e-02
@@    50 2.500000000000000e+02 -6.642395382422644e+01 -6.643837572422349e+01 1.442189999704735e-02 -5.322683084339239e-02 3.475289273499832e-02
